LAB;EXP;Date of MTT assay;Culture ID;Plate ID;Passage ID;Animal Pool ID;ID LAB;Experimental Group;Group;Exclude?;Optical Density (a.u.)
LAB67;MTT52;24/03/22;2*;2*;p2;NA;;Lucena;Group2;;1,161
LAB67;MTT52;24/03/22;3*;3*;p9;NA;;Lucena;Group2;;1,295
LAB67;MTT52;24/03/22;2*;2*;p2;NA;;Lucena;Group2;;1,151
LAB67;MTT52;24/03/22;3*;3*;p9;NA;;Lucena;Group2;;1,182
LAB67;MTT52;24/03/22;2*;2*;p2;NA;;Lucena + Triton;Positive_Control;;0,014
LAB67;MTT52;24/03/22;3*;3*;p9;NA;;Lucena + Triton;Positive_Control;;0,018
LAB67;MTT52;24/03/22;2*;2*;p2;NA;;Lucena + Triton;Positive_Control;;0,011
LAB67;MTT52;24/03/22;3*;3*;p9;NA;;Lucena + Triton;Positive_Control;;0,021
LAB67;MTT52;24/03/22;2*;2*;p2;NA;;Lucena + Triton;Positive_Control;;0,015
LAB67;MTT52;24/03/22;3*;3*;p9;NA;;Lucena + Triton;Positive_Control;;0,019
LAB67;MTT52;25/03/22;1*;1*;p6;NA;;Lucena;Group2;;1,065
LAB67;MTT52;25/03/22;1*;1*;p6;NA;;Lucena;Group2;;1,083
LAB67;MTT52;25/03/22;1*;1*;p6;NA;;Lucena;Group2;;1,072
LAB67;MTT52;25/03/22;1*;1*;p6;NA;;Lucena + Triton;Positive_Control;;0,013
LAB67;MTT52;25/03/22;1*;1*;p6;NA;;Lucena + Triton;Positive_Control;;0,013
LAB67;MTT52;25/03/22;1*;1*;p6;NA;;Lucena + Triton;Positive_Control;;0,011
LAB67;MTT52;27/03/22;3#;3#;p9;NA;;K562;Group1;;1,326
LAB67;MTT52;27/03/22;3#;3#;p9;NA;;K562;Group1;;1,335
LAB67;MTT52;27/03/22;3#;3#;p9;NA;;K562;Group1;;1,207
LAB67;MTT52;27/03/22;3#;3#;p9;NA;;K562 + Triton;Positive_Control;;0,092
LAB67;MTT52;27/03/22;3#;3#;p9;NA;;K562 + Triton;Positive_Control;;0,077
LAB67;MTT52;27/03/22;3#;3#;p9;NA;;K562 + Triton;Positive_Control;;0,07
LAB67;MTT52;31/03/22;4#;4#;p12;NA;;K562;Group1;;1,176
LAB67;MTT52;31/03/22;4#;4#;p12;NA;;K562;Group1;;1,111
LAB67;MTT52;31/03/22;4#;4#;p12;NA;;K562;Group1;;1,049
LAB67;MTT52;31/03/22;4#;4#;p12;NA;;K562 + Triton;Positive_Control;;0,073
LAB67;MTT52;31/03/22;4#;4#;p12;NA;;K562 + Triton;Positive_Control;;0,071
LAB67;MTT52;31/03/22;4#;4#;p12;NA;;K562 + Triton;Positive_Control;;0,075
LAB67;MTT52;31/03/22;4*;4*;p12;NA;;Lucena;Group2;;1,063
LAB67;MTT52;31/03/22;4*;4*;p12;NA;;Lucena;Group2;;1,123
LAB67;MTT52;31/03/22;4*;4*;p12;NA;;Lucena;Group2;;1,287
LAB67;MTT52;31/03/22;4*;4*;p12;NA;;Lucena + Triton;Positive_Control;;0,013
LAB67;MTT52;31/03/22;4*;4*;p12;NA;;Lucena + Triton;Positive_Control;;0,019
LAB67;MTT52;31/03/22;4*;4*;p12;NA;;Lucena + Triton;Positive_Control;;0,021
LAB68;MTT4;12/03/22;3;1;4;NA;;MIX I;Group2;;1,03
LAB68;MTT4;12/03/22;3;1;4;NA;;MIX I;Group2;;1,021
LAB68;MTT4;12/03/22;3;1;4;NA;;MIX I;Group2;;1,056
LAB68;MTT4;12/03/22;3;1;4;NA;;CONTROL I;Group1;;0,989
LAB68;MTT4;12/03/22;3;1;4;NA;;CONTROL I;Group1;;0,986
LAB68;MTT4;12/03/22;3;1;4;NA;;CONTROL I;Group1;;0,993
LAB68;MTT4;12/03/22;3;1;4;NA;;BLANK;Blank_all_groups;;0,068
LAB68;MTT4;12/03/22;3;1;4;NA;;BLANK;Blank_all_groups;;0,076
LAB68;MTT4;12/03/22;3;1;4;NA;;BLANK;Blank_all_groups;;0,075
LAB68;MTT4;12/03/22;4;2;4;NA;;MIX II;Group2;;1,824
LAB68;MTT4;12/03/22;4;2;4;NA;;MIX II;Group2;;1,96
LAB68;MTT4;12/03/22;4;2;4;NA;;MIX II;Group2;;2,202
LAB68;MTT4;12/03/22;4;2;4;NA;;CONTROL II;Group1;;1,836
LAB68;MTT4;12/03/22;4;2;4;NA;;CONTROL II;Group1;;1,781
LAB68;MTT4;12/03/22;4;2;4;NA;;CONTROL II;Group1;;1,81
LAB68;MTT4;03/12/22;4;2;4;NA;;BLANK II;Blank_all_groups;;0,073
LAB68;MTT4;03/12/22;4;2;4;NA;;BLANK II;Blank_all_groups;;0,077
LAB68;MTT4;03/12/22;4;2;4;NA;;BLANK II;Blank_all_groups;;0,075
LAB68;MTT4;04/12/22;6;3;5;NA;;MIX III;Group2;;1,703
LAB68;MTT4;04/12/22;6;3;5;NA;;MIX III;Group2;;1,796
LAB68;MTT4;04/12/22;6;3;5;NA;;MIX III;Group2;;1,68
LAB68;MTT4;04/12/22;6;3;5;NA;;CONTROL III;Group1;;1,735
LAB68;MTT4;04/12/22;6;3;5;NA;;CONTROL III;Group1;;1,859
LAB68;MTT4;04/12/22;6;3;5;NA;;CONTROL III;Group1;;1,868
LAB68;MTT4;04/12/22;6;3;5;NA;;BLANK III;Blank_all_groups;;0,068
LAB68;MTT4;04/12/22;6;3;5;NA;;BLANK III;Blank_all_groups;;0,067
LAB68;MTT4;04/12/22;6;3;5;NA;;BLANK III;Blank_all_groups;;0,079
LAB68;MTT52;20/11/22;NA;1;4;NA;;LUCENA;Group2;;1,473
LAB68;MTT52;20/11/22;NA;1;4;NA;;LUCENA;Group2;;1,475
LAB68;MTT52;20/11/22;NA;1;4;NA;;LUCENA;Group2;;1,451
LAB68;MTT52;20/11/22;NA;1;4;NA;;K652;Group1;;1,374
LAB68;MTT52;20/11/22;NA;1;4;NA;;K652;Group1;;1,282
LAB68;MTT52;20/11/22;NA;1;4;NA;;K652;Group1;;1,319
LAB68;MTT52;20/11/22;NA;1;4;NA;;CONTROL WHITE;Blank_all_groups;;0,051
LAB68;MTT52;20/11/22;NA;1;4;NA;;CONTROL WHITE;Blank_all_groups;;0,051
LAB68;MTT52;20/11/22;NA;1;4;NA;;CONTROL WHITE;Blank_all_groups;;0,053
LAB68;MTT52;21/11/22;NA;2;5;NA;;LUCENA;Group2;;1,477
LAB68;MTT52;21/11/22;NA;2;5;NA;;LUCENA;Group2;;1,507
LAB68;MTT52;21/11/22;NA;2;5;NA;;LUCENA;Group2;;1,458
LAB68;MTT52;21/11/22;NA;2;5;NA;;K652;Group1;;1,173
LAB68;MTT52;21/11/22;NA;2;5;NA;;K652;Group1;;1,179
LAB68;MTT52;21/11/22;NA;2;5;NA;;K652;Group1;;1,184
LAB68;MTT52;21/11/22;NA;2;5;NA;;CONTROL WHITE;Blank_all_groups;;0,05
LAB68;MTT52;21/11/22;NA;2;5;NA;;CONTROL WHITE;Blank_all_groups;;0,059
LAB68;MTT52;21/11/22;NA;2;5;NA;;CONTROL WHITE;Blank_all_groups;;0,06
LAB68;MTT52;21/11/22;NA;3;5;NA;;LUCENA;Group2;;1,495
LAB68;MTT52;21/11/22;NA;3;5;NA;;LUCENA;Group2;;1,542
LAB68;MTT52;21/11/22;NA;3;5;NA;;LUCENA;Group2;;1,551
LAB68;MTT52;21/11/22;NA;3;5;NA;;K652;Group1;;1,487
LAB68;MTT52;21/11/22;NA;3;5;NA;;K652;Group1;;1,462
LAB68;MTT52;21/11/22;NA;3;5;NA;;K652;Group1;;1,504
LAB68;MTT52;21/11/22;NA;3;5;NA;;CONTROL WHITE;Blank_all_groups;;0,072
LAB68;MTT52;21/11/22;NA;3;5;NA;;CONTROL WHITE;Blank_all_groups;;0,069
LAB68;MTT52;21/11/22;NA;3;5;NA;;CONTROL WHITE;Blank_all_groups;;0,078
LAB68;MTT52;21/11/22;NA;4;5;NA;;LUCENA;Group2;;1,763
LAB68;MTT52;21/11/22;NA;4;5;NA;;LUCENA;Group2;;1,762
LAB68;MTT52;21/11/22;NA;4;5;NA;;LUCENA;Group2;;1,77
LAB68;MTT52;21/11/22;NA;4;5;NA;;K652;Group1;;1,474
LAB68;MTT52;21/11/22;NA;4;5;NA;;K652;Group1;;1,518
LAB68;MTT52;21/11/22;NA;4;5;NA;;K652;Group1;;1,487
LAB68;MTT52;21/11/22;NA;4;5;NA;;CONTROL WHITE;Blank_all_groups;;0,072
LAB68;MTT52;21/11/22;NA;4;5;NA;;CONTROL WHITE;Blank_all_groups;;0,068
LAB68;MTT52;21/11/22;NA;4;5;NA;;CONTROL WHITE;Blank_all_groups;;0,071
LAB68;MTT52;01/12/22;NA;5;8;NA;;LUCENA;Group2;;1,421
LAB68;MTT52;01/12/22;NA;5;8;NA;;LUCENA;Group2;;1,536
LAB68;MTT52;01/12/22;NA;5;8;NA;;LUCENA;Group2;;1,469
LAB68;MTT52;01/12/22;NA;5;8;NA;;K652;Group1;;1,142
LAB68;MTT52;01/12/22;NA;5;8;NA;;K652;Group1;;1,187
LAB68;MTT52;01/12/22;NA;5;8;NA;;K652;Group1;;1,142
LAB68;MTT52;01/12/22;NA;5;8;NA;;CONTROL WHITE;Blank_all_groups;;0,047
LAB68;MTT52;01/12/22;NA;5;8;NA;;CONTROL WHITE;Blank_all_groups;;0,471
LAB68;MTT52;01/12/22;NA;5;8;NA;;CONTROL WHITE;Blank_all_groups;;0,047
LAB68;MTT52;01/12/22;NA;6;8;NA;;LUCENA;Group2;;1,495
LAB68;MTT52;01/12/22;NA;6;8;NA;;LUCENA;Group2;;1,488
LAB68;MTT52;01/12/22;NA;6;8;NA;;LUCENA;Group2;;1,314
LAB68;MTT52;01/12/22;NA;6;8;NA;;K652;Group1;;1,115
LAB68;MTT52;01/12/22;NA;6;8;NA;;K652;Group1;;1,1
LAB68;MTT52;01/12/22;NA;6;8;NA;;K652;Group1;;1,083
LAB68;MTT52;01/12/22;NA;6;8;NA;;CONTROL WHITE;Blank_all_groups;;0,046
LAB68;MTT52;01/12/22;NA;6;8;NA;;CONTROL WHITE;Blank_all_groups;;0,046
LAB68;MTT52;01/12/22;NA;6;8;NA;;CONTROL WHITE;Blank_all_groups;;0,046
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle do Meio ;;;0,128
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle do Meio ;;;0,113
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle do Meio ;;;0,104
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle do Veículo ;Group1;;0,121
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle do Veículo ;Group1;;0,107
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle do Veículo ;Group1;;0,12
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Grupo Teste;Group2;;0,129
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Grupo Teste;Group2;;0,11
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Grupo Teste;Group2;;0,12
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle Positivo ;Positive_Control;;0,053
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle Positivo ;Positive_Control;;0,056
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Controle Positivo ;Positive_Control;;0,054
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Branco Veículo ;Group1_blank;;0,053
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Branco Veículo ;Group1_blank;;0,058
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Branco Veículo ;Group1_blank;;0,056
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Branco Teste;Group2_blank;;0,053
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Branco Teste;Group2_blank;;0,053
LAB72;MTT13;21/06/22;NA;A;#8;NA;;Branco Teste;Group2_blank;;0,055
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle do Meio ;;;0,201
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle do Meio ;;;0,189
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle do Meio ;;;0,188
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle do Veículo ;Group1;;0,189
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle do Veículo ;Group1;;0,196
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle do Veículo ;Group1;;0,189
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Grupo Teste;Group2;;0,202
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Grupo Teste;Group2;;0,222
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Grupo Teste;Group2;;0,211
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle Positivo ;Positive_Control;;0,061
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle Positivo ;Positive_Control;;0,065
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Controle Positivo ;Positive_Control;;0,06
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Branco Veículo ;Group1_blank;;0,056
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Branco Veículo ;Group1_blank;;0,06
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Branco Veículo ;Group1_blank;;0,06
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Branco Teste;Group2_blank;;0,056
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Branco Teste;Group2_blank;;0,055
LAB72;MTT13;24/06/22;NA;A;#9;NA;;Branco Teste;Group2_blank;;0,059
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle do Meio ;;;0,082
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle do Meio ;;;0,08
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle do Meio ;;;0,102
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle do Veículo ;Group1;;0,083
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle do Veículo ;Group1;;0,08
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle do Veículo ;Group1;;0,102
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Grupo Teste;Group2;;0,106
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Grupo Teste;Group2;;0,08
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Grupo Teste;Group2;;0,076
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle Positivo ;Positive_Control;;0,057
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle Positivo ;Positive_Control;;0,066
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Controle Positivo ;Positive_Control;;0,066
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Branco Veículo ;Group1_blank;;0,06
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Branco Veículo ;Group1_blank;;0,061
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Branco Veículo ;Group1_blank;;0,062
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Branco Teste;Group2_blank;;0,061
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Branco Teste;Group2_blank;;0,063
LAB72;MTT13;10/08/22;NA;A;#+5;NA;;Branco Teste;Group2_blank;;0,062
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle do Meio ;;;0,768
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle do Meio ;;;0,758
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle do Meio ;;;0,841
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle do Veículo ;Group1;;0,788
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle do Veículo ;Group1;;1,104
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle do Veículo ;Group1;;0,867
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Grupo Teste;Group2;;0,729
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Grupo Teste;Group2;;0,98
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Grupo Teste;Group2;;0,966
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle Positivo ;Positive_Control;;0,056
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle Positivo ;Positive_Control;;0,058
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Controle Positivo ;Positive_Control;;0,057
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Branco Veículo ;Group1_blank;;0,054
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Branco Veículo ;Group1_blank;;0,055
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Branco Veículo ;Group1_blank;;0,056
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Branco Teste;Group2_blank;;0,055
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Branco Teste;Group2_blank;;0,055
LAB72;MTT13;17/08/22;NA;A;#+7;NA;;Branco Teste;Group2_blank;;0,057
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle do Meio ;;;1,588
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle do Meio ;;;1,434
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle do Meio ;;;1,863
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle do Veículo ;Group1;;1,411
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle do Veículo ;Group1;;1,92
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle do Veículo ;Group1;;0,709
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Grupo Teste;Group2;;0,536
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Grupo Teste;Group2;;0,179
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Grupo Teste;Group2;;0,397
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle Positivo ;Positive_Control;;0,064
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle Positivo ;Positive_Control;;0,066
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Controle Positivo ;Positive_Control;;0,061
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Branco Veículo ;Group1_blank;;0,059
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Branco Veículo ;Group1_blank;;0,059
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Branco Veículo ;Group1_blank;;0,061
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Branco Teste;Group2_blank;;0,057
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Branco Teste;Group2_blank;;0,057
LAB72;MTT30;02/06/22;NA;A;#4;NA;;Branco Teste;Group2_blank;;0,058
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle do Meio ;;;0,92
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle do Meio ;;;0,798
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle do Meio ;;;0,548
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle do Veículo ;Group1;;0,722
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle do Veículo ;Group1;;0,731
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle do Veículo ;Group1;;0,465
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Grupo Teste;Group2;;0,246
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Grupo Teste;Group2;;0,235
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Grupo Teste;Group2;;0,235
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle Positivo ;Positive_Control;;0,061
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle Positivo ;Positive_Control;;0,06
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Controle Positivo ;Positive_Control;;0,061
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Branco Veículo ;Group1_blank;;0,057
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Branco Veículo ;Group1_blank;;0,057
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Branco Veículo ;Group1_blank;;0,059
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Branco Teste;Group2_blank;;0,058
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Branco Teste;Group2_blank;;0,057
LAB72;MTT30;23/06/22;NA;A;#10;NA;;Branco Teste;Group2_blank;;0,058
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle do Meio ;;;1,323
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle do Meio ;;;1,99
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle do Meio ;;;2,886
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle do Veículo ;Group1;;1,736
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle do Veículo ;Group1;;1,781
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle do Veículo ;Group1;;2,165
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Grupo Teste;Group2;;0,646
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Grupo Teste;Group2;;0,696
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Grupo Teste;Group2;;0,698
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle Positivo ;Positive_Control;;0,067
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle Positivo ;Positive_Control;;0,065
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Controle Positivo ;Positive_Control;;0,067
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Branco Veículo ;Group1_blank;;0,064
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Branco Veículo ;Group1_blank;;0,07
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Branco Veículo ;Group1_blank;;0,067
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Branco Teste;Group2_blank;;0,066
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Branco Teste;Group2_blank;;0,069
LAB72;MTT30;27/06/22;NA;A;#11;NA;;Branco Teste;Group2_blank;;0,072
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle do Meio ;;;1,264
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle do Meio ;;;1,633
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle do Meio ;;;2,238
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle do Veículo ;Group1;;1,27
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle do Veículo ;Group1;;1,696
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle do Veículo ;Group1;;1,897
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Grupo Teste;Group2;;0,578
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Grupo Teste;Group2;;1,064
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Grupo Teste;Group2;;0,422
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle Positivo ;Positive_Control;;0,061
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle Positivo ;Positive_Control;;0,06
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Controle Positivo ;Positive_Control;;0,061
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Branco Veículo ;Group1_blank;;0,06
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Branco Veículo ;Group1_blank;;0,062
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Branco Veículo ;Group1_blank;;0,063
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Branco Teste;Group2_blank;;0,064
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Branco Teste;Group2_blank;;0,063
LAB72;MTT30;30/06/22;NA;A;#13;NA;;Branco Teste;Group2_blank;;0,064
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Controle do Meio;Group1;;0,731
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Controle do Meio;Group1;;0,575
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Controle do Meio;Group1;;1,193
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Grupo Mistura;Group2;;0,102
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Grupo Mistura;Group2;;0,076
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Grupo Mistura;Group2;;0,066
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Controle Positivo ;Positive_Control;;0,06
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Controle Positivo ;Positive_Control;;0,063
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Controle Positivo ;Positive_Control;;0,063
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Branco do Controle ;Group1_blank;;0,06
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Branco do Controle ;Group1_blank;;0,06
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Branco do Controle ;Group1_blank;;0,063
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Branco Mistura;Group2_blank;;0,059
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Branco Mistura;Group2_blank;;0,055
LAB72;MTT4;01/07/22;NA;A;#+1;NA;;Branco Mistura;Group2_blank;;0,064
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Controle do Meio;Group1;;1,62
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Controle do Meio;Group1;;1,225
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Controle do Meio;Group1;;2,283
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Grupo Mistura;Group2;;0,738
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Grupo Mistura;Group2;;1,121
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Grupo Mistura;Group2;;0,549
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Controle Positivo ;Positive_Control;;0,063
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Controle Positivo ;Positive_Control;;0,064
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Controle Positivo ;Positive_Control;;0,063
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Branco do Controle ;Group1_blank;;0,061
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Branco do Controle ;Group1_blank;;0,063
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Branco do Controle ;Group1_blank;;0,067
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Branco Mistura;Group2_blank;;0,063
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Branco Mistura;Group2_blank;;0,066
LAB72;MTT4;04/07/22;NA;A;#+2;NA;;Branco Mistura;Group2_blank;;0,068
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Controle do Meio;Group1;;0,479
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Controle do Meio;Group1;;0,552
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Controle do Meio;Group1;;0,455
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Grupo Mistura;Group2;;0,071
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Grupo Mistura;Group2;;0,075
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Grupo Mistura;Group2;;0,086
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Controle Positivo ;Positive_Control;;0,063
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Controle Positivo ;Positive_Control;;0,066
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Controle Positivo ;Positive_Control;;0,062
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Branco do Controle ;Group1_blank;;0,062
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Branco do Controle ;Group1_blank;;0,062
LAB72;MTT4;25/07/22;NA;A;#+11;NA;;Branco do Controle ;Group1_blank;;0,064
