LAB;EXP;Date of PCR;Plate ID;Experimental Unit LAB;Experimental Unit BRI;Animal ID;CT Gene of Interest;CT Control Gene I;CT Control Gene II;Band Density Gene of Interest;Band Density Control Gene;Exclude?;Experimental Group;Group;Efficiency of primer pair of interest;Efficiency of primer pair of control I;Efficiency of primer pair of control II
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;25,94;;;;;;C7.3;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;25,68;;;;;;C7.3;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;25,58;;;;;;C7.3;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;24,91;;;;;;D7.1;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;24,74;;;;;;D7.1;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;24,61;;;;;;D7.1;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;23,58;;;;;;D7.2;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;23,54;;;;;;D7.2;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;23,49;;;;;;D7.2;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;22,63;;;;;;D7.3;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;22,81;;;;;;D7.3;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_12;2;;23,17;;;;;;D7.3;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;25,12;;;;;;C9.1;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,54;;;;;;C9.1;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,33;;;;;;C9.1;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;26,46;;;;;;C9.2;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;26,4;;;;;;C9.2;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;26,32;;;;;;C9.2;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;25,03;;;;;;C9.3;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;25,12;;;;;;C9.3;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,95;;;;;;C9.3;Group1;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,07;;;;;;D9.1;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,28;;;;;;D9.1;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,54;;;;;;D9.1;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,67;;;;;;D9.2;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,27;;;;;yes;D9.2;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;34,85;;;;;;D9.2;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,66;;;;;;D9.3;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,33;;;;;;D9.3;Group2;;;
LAB43;PCR114;04/12/22;PCR114_Plate 5;RKO_14;3;;24,25;;;;;;D9.3;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;21,41;;;;;;Ctrl5;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;21,22;;;;;;Ctrl5;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;19,7;;;;;;Ctrl6;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;19,73;;;;;;Ctrl6;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;21,66;;;;;;Starv4;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;21,7;;;;;;Starv4;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;24,28;;;;;;Starv6;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;23,75;;;;;;Starv6;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;19,53;;;;;;Ctrl8;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;19,67;;;;;;Ctrl8;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;19,51;;;;;;Ctrl9;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;19,81;;;;;;Ctrl9;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;20,08;;;;;;Starv7;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;20,09;;;;;;Starv7;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;19,5;;;;;;Starv8;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;19,51;;;;;;Starv8;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;19,06;;;;;;Ctrl11;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;19,13;;;;;;Ctrl11;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;18,81;;;;;;Ctrl12;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;18,99;;;;;;Ctrl12;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;18,96;;;;;;Starv10;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;19,12;;;;;;Starv10;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;24,4;;;;;;Starv12;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;23,49;;;;;;Starv12;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;25,91;;;;;Ctrl5;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;25,96;;;;;Ctrl5;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;23,05;;;;;Ctrl6;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;22,92;;;;;Ctrl6;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;26,13;;;;;Starv4;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;25,98;;;;;Starv4;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;28,45;;;;;Starv6;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_7;1;;;28,88;;;;;Starv6;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;22,22;;;;;Ctrl8;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;22,21;;;;;Ctrl8;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;22,47;;;;;Ctrl9;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;22,45;;;;;Ctrl9;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;21,78;;;;;Starv7;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;21,83;;;;;Starv7;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;22,59;;;;;Starv8;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_8;2;;;22,44;;;;;Starv8;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;20,95;;;;;Ctrl11;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;21,07;;;;;Ctrl11;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;21,49;;;;;Ctrl12;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;21,67;;;;;Ctrl12;Group1;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;22,21;;;;;Starv10;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;22,85;;;;;Starv10;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;29,62;;;;;Starv12;Group2;;;
LAB43;PCR16;01/07/22;PCR16_Plate3;MES-SA/Dx5_10;3;;;29,53;;;;;Starv12;Group2;;;
LAB48;PCR11;30/01/23;;C1;1;;24,26;17,89;;;;;C1;Group1;;;
LAB48;PCR11;30/01/23;;C1;1;;23,79;17,76;;;;;C1;Group1;;;
LAB48;PCR11;30/01/23;;C1;1;;23,79;17,71;;;;;C1;Group1;;;
LAB48;PCR11;30/01/23;;T1;1;;24,17;17,96;;;;;T1;Group2;;;
LAB48;PCR11;30/01/23;;T1;1;;24,31;17,99;;;;;T1;Group2;;;
LAB48;PCR11;30/01/23;;T1;1;;24,6;18,12;;;;;T1;Group2;;;
LAB48;PCR11;30/01/23;;C2;2;;24,21;17,64;;;;;C2;Group1;;;
LAB48;PCR11;30/01/23;;C2;2;;24,14;17,6;;;;;C2;Group1;;;
LAB48;PCR11;30/01/23;;C2;2;;24,16;17,96;;;;;C2;Group1;;;
LAB48;PCR11;30/01/23;;T2;2;;23,64;17,42;;;;;T2;Group2;;;
LAB48;PCR11;30/01/23;;T2;2;;23,63;17,54;;;;;T2;Group2;;;
LAB48;PCR11;30/01/23;;T2;2;;23,71;17,58;;;;;T2;Group2;;;
LAB48;PCR11;30/01/23;;C3;3;;24,22;17,89;;;;;C3;Group1;;;
LAB48;PCR11;30/01/23;;C3;3;;24,01;17,89;;;;;C3;Group1;;;
LAB48;PCR11;30/01/23;;C3;3;;24,05;17,84;;;;;C3;Group1;;;
LAB48;PCR11;30/01/23;;T3;3;;24,2;17,48;;;;;T3;Group2;;;
LAB48;PCR11;30/01/23;;T3;3;;23,99;17,52;;;;;T3;Group2;;;
LAB48;PCR11;30/01/23;;T3;3;;25,36;17,63;;;;;T3;Group2;;;
LAB48;PCR11;30/01/23;;C4;4;;23,62;17,37;;;;;C4;Group1;;;
LAB48;PCR11;30/01/23;;C4;4;;23,68;17,4;;;;;C4;Group1;;;
LAB48;PCR11;30/01/23;;C4;4;;23,69;17,53;;;;;C4;Group1;;;
LAB48;PCR11;30/01/23;;T4;4;;24,73;18,23;;;;;T4;Group2;;;
LAB48;PCR11;30/01/23;;T4;4;;24,47;18,24;;;;;T4;Group2;;;
LAB48;PCR11;30/01/23;;T4;4;;24,63;18,33;;;;;T4;Group2;;;
LAB48;PCR11;30/01/23;;C5;5;;23,82;17,18;;;;;C5;Group1;;;
LAB48;PCR11;30/01/23;;C5;5;;23,65;17,18;;;;;C5;Group1;;;
LAB48;PCR11;30/01/23;;C5;5;;23,57;17,33;;;;;C5;Group1;;;
LAB48;PCR11;30/01/23;;T5;5;;23,9;18,08;;;;;T5;Group2;;;
LAB48;PCR11;30/01/23;;T5;5;;23,96;18,17;;;;;T5;Group2;;;
LAB48;PCR11;30/01/23;;T5;5;;24,1;18,14;;;;;T5;Group2;;;
LAB48;PCR11;30/01/23;;C6;6;;23,85;17,6;;;;;C6;Group1;;;
LAB48;PCR11;30/01/23;;C6;6;;23,87;17,56;;;;;C6;Group1;;;
LAB48;PCR11;30/01/23;;C6;6;;23,94;17,46;;;;;C6;Group1;;;
LAB48;PCR11;30/01/23;;T6;6;;24,7;19,98;;;;;T6;Group2;;;
LAB48;PCR11;30/01/23;;T6;6;;25,03;19,85;;;;;T6;Group2;;;
LAB48;PCR11;30/01/23;;T6;6;;24,99;19,84;;;;;T6;Group2;;;
LAB48;PCR11;30/01/23;;C7;7;;24,79;18,53;;;;;C7;Group1;;;
LAB48;PCR11;30/01/23;;C7;7;;24,41;18,63;;;;;C7;Group1;;;
LAB48;PCR11;30/01/23;;C7;7;;24,37;18,6;;;;;C7;Group1;;;
LAB48;PCR11;30/01/23;;T7;7;;24,83;17,35;;;;;T7;Group2;;;
LAB48;PCR11;30/01/23;;T7;7;;23,81;17,52;;;;;T7;Group2;;;
LAB48;PCR11;30/01/23;;T7;7;;23,78;17,39;;;;;T7;Group2;;;
LAB48;PCR139;10/02/23;;V1P1;1;;24,36;24,36;;;;;V1P1;Group1;;;
LAB48;PCR139;10/02/23;;V1P1;1;;23,16;21,95;;;;;V1P1;Group1;;;
LAB48;PCR139;10/02/23;;V1P1;1;;23,36;21,51;;;;;V1P1;Group1;;;
LAB48;PCR139;10/02/23;;V1P2;2;;24,69;22,58;;;;;V1P2;Group1;;;
LAB48;PCR139;10/02/23;;V1P2;2;;24,34;23,17;;;;;V1P2;Group1;;;
LAB48;PCR139;10/02/23;;V1P2;2;;24,17;22,8;;;;;V1P2;Group1;;;
LAB48;PCR139;10/02/23;;T1P1;1;;24,82;20,9;;;;;T1P1;Group2;;;
LAB48;PCR139;10/02/23;;T1P1;1;;24,81;20,51;;;;;T1P1;Group2;;;
LAB48;PCR139;10/02/23;;T1P1;1;;24,76;20,55;;;;;T1P1;Group2;;;
LAB48;PCR139;10/02/23;;T1P2;2;;25,94;21,62;;;;;T1P2;Group2;;;
LAB48;PCR139;10/02/23;;T1P2;2;;26,33;21,6;;;;;T1P2;Group2;;;
LAB48;PCR139;10/02/23;;T1P2;2;;25,78;21,29;;;;;T1P2;Group2;;;
LAB48;PCR139;10/02/23;;C1P1;1;;23,77;22,67;;;;;C1P1;;;;
LAB48;PCR139;10/02/23;;C1P1;1;;23,87;22,37;;;;;C1P1;;;;
LAB48;PCR139;10/02/23;;C1P1;1;;23,77;22,19;;;;;C1P1;;;;
LAB48;PCR139;10/02/23;;C1P2;2;;25,29;23,55;;;;;C1P2;;;;
LAB48;PCR139;10/02/23;;C1P2;2;;24,68;26,19;;;;;C1P2;;;;
LAB48;PCR139;10/02/23;;C1P2;2;;25,2;23,27;;;;;C1P2;;;;
LAB48;PCR139;10/02/23;;V2P1;1;;24,3;23,74;;;;;V2P1;Group1;;;
LAB48;PCR139;10/02/23;;V2P1;1;;24,54;22,25;;;;;V2P1;Group1;;;
LAB48;PCR139;10/02/23;;V2P1;1;;24,78;22,28;;;;;V2P1;Group1;;;
LAB48;PCR139;10/02/23;;V2P2;2;;24,65;22,24;;;;;V2P2;Group1;;;
LAB48;PCR139;10/02/23;;V2P2;2;;24,74;22,23;;;;;V2P2;Group1;;;
LAB48;PCR139;10/02/23;;V2P2;2;;22,51;21,91;;;;;V2P2;Group1;;;
LAB48;PCR139;10/02/23;;T2P1;1;;25,45;22,13;;;;;T2P1;Group2;;;
LAB48;PCR139;10/02/23;;T2P1;1;;25,95;21,81;;;;;T2P1;Group2;;;
LAB48;PCR139;10/02/23;;T2P1;1;;25,52;22,1;;;;;T2P1;Group2;;;
LAB48;PCR139;10/02/23;;T2P2;2;;25,2;22,36;;;;;T2P2;Group2;;;
LAB48;PCR139;10/02/23;;T2P2;2;;25,35;21,87;;;;;T2P2;Group2;;;
LAB48;PCR139;10/02/23;;T2P2;2;;25,13;21,87;;;;;T2P2;Group2;;;
LAB48;PCR139;10/02/23;;C2P1;1;;24,56;22,12;;;;;C2P1;;;;
LAB48;PCR139;10/02/23;;C2P1;1;;23,89;22,21;;;;;C2P1;;;;
LAB48;PCR139;10/02/23;;C2P1;1;;23,99;22,1;;;;;C2P1;;;;
LAB48;PCR139;10/02/23;;C2P2;2;;26,31;22,88;;;;;C2P2;;;;
LAB48;PCR139;10/02/23;;C2P2;2;;24,95;22,5;;;;;C2P2;;;;
LAB48;PCR139;10/02/23;;C2P2;2;;24;21,97;;;;;C2P2;;;;
LAB48;PCR139;14/02/23;;V1P3;3;;26,71;24,48;;;;;V3P1;Group1;;;
LAB48;PCR139;14/02/23;;V1P3;3;;26,87;24,81;;;;;V3P1;Group1;;;
LAB48;PCR139;14/02/23;;V1P3;3;;26,88;24,83;;;;;V3P1;Group1;;;
LAB48;PCR139;14/02/23;;V2P3;3;;26,74;23,95;;;;;V3P2;Group1;;;
LAB48;PCR139;14/02/23;;V2P3;3;;26,3;24,27;;;;;V3P2;Group1;;;
LAB48;PCR139;14/02/23;;V2P3;3;;26,85;24,82;;;;;V3P2;Group1;;;
LAB48;PCR139;14/02/23;;T1P3;3;;25,98;21,98;;;;;T3P1;Group2;;;
LAB48;PCR139;14/02/23;;T1P3;3;;25,78;21,21;;;;;T3P1;Group2;;;
LAB48;PCR139;14/02/23;;T1P3;3;;25,52;21,45;;;;;T3P1;Group2;;;
LAB48;PCR139;14/02/23;;T2P3;3;;26,67;22,7;;;;;T3P2;Group2;;;
LAB48;PCR139;14/02/23;;T2P3;3;;26,93;22,61;;;;;T3P2;Group2;;;
LAB48;PCR139;14/02/23;;T2P3;3;;26,45;22,94;;;;;T3P2;Group2;;;
LAB48;PCR139;14/02/23;;C1P3;3;;26,73;24,51;;;;;C3P1;;;;
LAB48;PCR139;14/02/23;;C1P3;3;;26,4;24,35;;;;;C3P1;;;;
LAB48;PCR139;14/02/23;;C1P3;3;;26,66;24,07;;;;;C3P1;;;;
LAB48;PCR139;14/02/23;;C2P3;3;;25,97;23,52;;;;;C3P2;;;;
LAB48;PCR139;14/02/23;;C2P3;3;;26,04;23,13;;;;;C3P2;;;;
LAB48;PCR139;14/02/23;;C2P3;3;;26,23;22,91;;;;;C3P2;;;;
LAB48;PCR139;14/02/23;;V1P4;4;;26,97;24,18;;;;;V4P1;Group1;;;
LAB48;PCR139;14/02/23;;V1P4;4;;26,38;24,57;;;;;V4P1;Group1;;;
LAB48;PCR139;14/02/23;;V1P4;4;;26,65;24,34;;;;;V4P1;Group1;;;
LAB48;PCR139;14/02/23;;V2P4;4;;25,06;22,88;;;;;V4P2;Group1;;;
LAB48;PCR139;14/02/23;;V2P4;4;;24,26;22,88;;;;;V4P2;Group1;;;
LAB48;PCR139;14/02/23;;V2P4;4;;24,72;22,98;;;;;V4P2;Group1;;;
LAB48;PCR139;14/02/23;;T1P4;4;;24,14;22,11;;;;;T4P1;Group2;;;
LAB48;PCR139;14/02/23;;T1P4;4;;21,97;21,97;;;;;T4P1;Group2;;;
LAB48;PCR139;14/02/23;;V1P3;4;;24,7;22,07;;;;;T4P1;Group2;;;
LAB48;PCR139;14/02/23;;V1P3;4;;25,54;23,39;;;;;T4P2;Group2;;;
LAB48;PCR139;14/02/23;;V1P3;4;;26,27;23,49;;;;;T4P2;Group2;;;
LAB48;PCR139;14/02/23;;V2P3;4;;26,36;23,44;;;;;T4P2;Group2;;;
LAB48;PCR139;14/02/23;;V2P3;4;;25,79;23,08;;;;;C4P1;;;;
LAB48;PCR139;14/02/23;;V2P3;4;;25,55;22,87;;;;;C4P1;;;;
LAB48;PCR139;14/02/23;;T1P3;4;;25,7;22,86;;;;;C4P1;;;;
LAB48;PCR139;14/02/23;;T1P3;4;;25,56;22,35;;;;;C4P2;;;;
LAB48;PCR139;14/02/23;;T1P3;4;;25,18;22,48;;;;;C4P2;;;;
LAB48;PCR139;14/02/23;;T2P3;4;;24,96;23,2;;;;;C4P2;;;;
LAB48;PCR158;14/12/22;;A1;1;;25,28;19,41;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A1;1;;25,25;19,44;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A1;1;;25,45;19,37;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;V1;1;;30,89;22,76;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V1;1;;30,78;22,93;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V1;1;;30,75;23;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;C1;1;;31,67;25,51;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C1;1;;31,46;25,46;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C1;1;;31,69;25,66;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;A2;2;;25,96;19,73;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A2;2;;25,98;19,79;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A2;2;;26,14;20,01;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;V2;2;;27,27;20,93;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V2;2;;27,27;21,49;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V2;2;;27,25;21,27;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;C2;2;;30,9;21,59;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C2;2;;30,94;21,87;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C2;2;;30,89;21,56;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;A3;3;;27,96;21,1;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A3;3;;27,94;20,99;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A3;3;;27,99;20,95;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;V3;3;;30,33;24,15;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V3;3;;30,57;24,22;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V3;3;;30,31;24,1;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;C3;3;;31,57;29,99;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C3;3;;31,46;30,12;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C3;3;;31,79;29,95;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;A4;4;;27,68;21,01;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A4;4;;27,68;21,05;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A4;4;;27,56;21,16;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;V4;4;;31,95;24,66;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V4;4;;31,55;24,82;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V4;4;;31,52;24,68;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;C4;4;;31,61;23,67;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C4;4;;31,61;23,23;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C4;4;;31,78;23,28;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;A5;5;;27,18;22,57;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A5;5;;27,19;22,62;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;A5;5;;27,3;22,57;;;;;Tratamento;Group2;;;
LAB48;PCR158;14/12/22;;V5;5;;28,08;21,17;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V5;5;;28,08;21,15;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;V5;5;;27,95;21,14;;;;;Veículo;Group1;;;
LAB48;PCR158;14/12/22;;C5;5;;25,98;20,75;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C5;5;;25,98;20,76;;;;;Controle;;;;
LAB48;PCR158;14/12/22;;C5;5;;25,97;20,77;;;;;Controle;;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,52;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,21;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;20,96;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;29,45;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,63;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,23;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,7;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,24;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,17;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,14;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,88;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,56;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,36;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,49;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;21,04;;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,67;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,64;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;28,98;;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,59;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,12;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,22;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,23;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,57;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,08;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,14;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;20,99;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-C;1;;;21,2;;;;;Controle;Group1;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,15;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;29,96;;;;;Tratado;Group2;;;
LAB55;PCR11;10/11/22;PCR11_1;3T3L1-T;1;;;28,95;;;;;Tratado;Group2;;;
